Data;Abertura;Máxima;Mínima;Fechamento;Trades;Volume Financeiro
24/10/2022;31187.32;31603.63;31161.41;31499.62;0;1,08E+13
21/10/2022;30291.18;31119.27;30206.28;31082.56;0;1,29E+13
20/10/2022;30411.92;30822.96;30265.2;30333.59;0;1,01E+13
19/10/2022;30439.04;30662.11;30226.9;30423.81;0;9,56E+12
18/10/2022;30697.52;30837.9;30301.83;30523.8;0;1,18E+13
17/10/2022;30059.58;30311.95;29997.62;30185.82;0;1,12E+13
14/10/2022;30192.21;30428.82;29614.3;29634.83;0;1,13E+13
13/10/2022;28755.83;30168.54;28660.94;30038.72;0;1,39E+13
12/10/2022;29233.06;29455.12;29136.03;29210.85;0;8,92E+12
11/10/2022;29085.2;29608.42;29074.23;29239.19;0;1,03E+13
10/10/2022;29419.09;29485.82;29010.41;29202.88;0;9,23E+12
07/10/2022;29685.27;29685.27;29142.66;29296.79;0;1,08E+13
06/10/2022;30206.13;30329.61;29859.34;29926.94;0;9,22E+12
05/10/2022;30078.36;30454.46;29886.44;30273.87;0;8,77E+12
04/10/2022;29826.67;30325.05;29826.67;30316.32;0;1,13E+13
03/10/2022;28855.25;29647.79;28855.25;29490.89;0;1,17E+13
30/09/2022;29123.03;29355.78;28715.85;28725.51;0;1,35E+13
29/09/2022;29513.73;29513.73;28997.34;29225.61;0;1,14E+13
28/09/2022;29198.92;29811.78;29114.97;29683.74;0;1,29E+13
27/09/2022;29419.88;29659.12;28958.22;29134.99;0;1,04E+13
26/09/2022;29536.84;29630.77;29161.12;29260.81;0;1,09E+13
23/09/2022;29955.65;29955.65;29250.47;29590.41;0;1,15E+13
22/09/2022;30204.52;30302.28;29994.53;30076.68;0;1,00E+13
21/09/2022;30819.39;31020.79;30181.99;30183.78;0;1,08E+13
20/09/2022;30888.53;30888.53;30465.91;30706.23;0;9,75E+12
19/09/2022;30722.86;31026.89;30559.37;31019.68;0;8,99E+12
16/09/2022;30866.61;30866.61;30550.08;30822.42;0;1,92E+13
15/09/2022;31124.68;31277.69;30882.08;30961.82;0;1,07E+13
14/09/2022;31141.02;31276.82;30885.02;31135.09;0;1,09E+13
13/09/2022;32006.5;32006.5;31018.54;31104.97;0;1,35E+13
12/09/2022;32159.49;32504.04;32159.49;32381.34;0;1,10E+13
09/09/2022;31876.22;32227.74;31876.22;32151.71;0;1,00E+13
08/09/2022;31481.95;31783.37;31321.5;31774.52;0;1,07E+13
07/09/2022;31145.63;31644.34;31095.21;31581.28;0;1,09E+13
06/09/2022;31343.79;31463.89;31048.46;31145.3;0;1,08E+13
02/09/2022;31848.5;32026.9;31182.09;31318.44;0;9,60E+12
01/09/2022;31454.58;31677.51;31219.75;31656.42;0;1,06E+13
31/08/2022;31827.15;31966.04;31509.59;31510.43;0;1,24E+13
30/08/2022;32163.84;32205.66;31647.22;31790.87;0;1,01E+13
29/08/2022;32188;32325.16;31972.79;32098.99;0;1,02E+13
26/08/2022;33293.43;33364.7;32278.22;32283.4;0;1,14E+13
25/08/2022;33029.27;33306.09;32889.85;33291.78;0;1,02E+13
24/08/2022;32899.01;33095.5;32828.56;32969.23;0;8,48E+12
23/08/2022;33033.52;33138.26;32858.89;32909.59;0;8,32E+12
22/08/2022;33586.59;33586.59;33007.63;33072.87;0;8,45E+12
19/08/2022;33904.69;33904.69;33627.09;33704.04;0;8,27E+12
18/08/2022;33981.86;34043.83;33844.46;34005.34;0;8,45E+12
17/08/2022;34029.55;34161.01;33828.41;33979.44;0;8,43E+12
16/08/2022;33924.35;34281.36;33852.57;34154.91;0;8,47E+12
15/08/2022;33710.7;33954.71;33582.96;33911.57;0;7,57E+12
12/08/2022;33430.72;33767.09;33398.32;33755.9;0;8,31E+12
11/08/2022;33451.51;33651.8;33289.83;33331.36;0;8,91E+12
10/08/2022;33130.63;33364.41;33130.63;33304.23;0;8,56E+12
09/08/2022;32807.36;32877.53;32702.66;32778.69;0;7,82E+12
08/08/2022;32877.36;33109.96;32769.1;32830.76;0;7,96E+12
05/08/2022;32593.9;32814.61;32489.62;32796.06;0;7,77E+12
04/08/2022;32805.69;32829.22;32652.63;32729.66;0;9,00E+12
03/08/2022;32514.21;32912.74;32514.21;32810.79;0;9,58E+12
02/08/2022;32691.29;32772.93;32387.12;32401.14;0;8,91E+12
01/08/2022;32755.71;32972.03;32640.79;32795.25;0;9,04E+12
29/07/2022;32515.62;32910.18;32493.02;32853.14;0;1,28E+13
28/07/2022;32197.62;32609.54;31982.61;32518.52;0;9,25E+12
27/07/2022;31865.05;32336.23;31799.43;32188.7;0;9,98E+12
26/07/2022;31950.04;31950.04;31705.36;31755.67;0;9,01E+12
25/07/2022;31950.93;32029.03;31821.67;31984.34;0;7,07E+12
22/07/2022;32167.92;32219.25;31731.47;31904.17;0;8,88E+12
21/07/2022;31826.49;32037.41;31534.08;32037.23;0;8,31E+12
20/07/2022;31884.16;31944.45;31676.06;31870.17;0;5,07E+12
19/07/2022;31165.91;31842.25;31165.91;31812.53;0;1,00E+13
18/07/2022;31475.98;31644.68;30982.97;31064.48;0;8,06E+12
15/07/2022;30775.37;31287.5;30775.37;31272.86;0;8,32E+12
14/07/2022;30451.8;30680.12;30143.93;30628.72;0;8,65E+12
13/07/2022;30743.63;30979.17;30514.61;30766.6;0;7,64E+12
12/07/2022;31113.31;31346.1;30860.51;30999.35;0;8,79E+12
11/07/2022;31277.98;31367.55;31114.4;31177.63;0;6,26E+12
08/07/2022;31348.43;31511.46;31212.45;31338.97;0;6,44E+12
07/07/2022;31190.65;31421.84;31154.64;31374.53;0;7,48E+12
06/07/2022;30957.3;31224.69;30794.84;31036.23;0;7,64E+12
05/07/2022;30903.12;30969.4;30355.12;30969.27;0;8,20E+12
01/07/2022;30737.77;31139.35;30487.79;31096.2;0;8,10E+12
30/06/2022;30790;30979.85;30431.87;30824;0;9,42E+12
29/06/2022;31067.41;31152.96;30894.53;31020.05;0;7,28E+12
28/06/2022;31549.05;31885.09;30934.33;30947.48;0;9,24E+12
27/06/2022;31533.6;31598.59;31351.37;31444.82;0;7,83E+12
24/06/2022;30846.94;31505.59;30846.94;31502.86;0;9,55E+12
23/06/2022;30570.33;30715.63;30293.4;30682.4;0;9,63E+12
22/06/2022;30352.57;30777.92;30166.01;30467.71;0;8,64E+12
21/06/2022;30074.69;30653.98;30074.69;30539.55;0;8,90E+12
17/06/2022;29912.7;30167.52;29653.29;29877.27;0;1,29E+13
16/06/2022;30305.74;30305.74;29740.35;29940.68;0;1,12E+13
15/06/2022;30570.5;31011.97;30185.08;30663.36;0;1,03E+13
14/06/2022;30592.34;30690.8;30144.23;30371.88;0;9,50E+12
13/06/2022;31144.91;31144.91;30373.72;30531.63;0;1,24E+13
10/06/2022;32053.52;32053.52;31387.84;31387.84;0;9,77E+12
09/06/2022;32828.62;32956.73;32267.78;32272.44;0;7,95E+12
08/06/2022;33087.07;33156.5;32824.37;32910.2;0;7,60E+12
07/06/2022;32783.03;33207.45;32641.85;33174.86;0;7,47E+12
06/06/2022;33032.04;33235.37;32819.5;32913.08;0;7,09E+12
03/06/2022;32986.32;33135.61;32839.21;32896.89;0;8,36E+12
02/06/2022;32809.01;33245.48;32509.43;33245.48;0;9,76E+12
01/06/2022;33156.31;33272.34;32584.76;32814.51;0;9,81E+12
31/05/2022;33160.59;33240.22;32752.34;33010.75;0;1,05E+13
27/05/2022;32735.09;33212.24;32682.01;33209.93;0;8,94E+12
26/05/2022;32248.17;32774.14;32248.17;32637.16;0;9,61E+12
25/05/2022;31816.31;32254.44;31754.33;32121.13;0;9,41E+12
24/05/2022;31717.61;32014.86;31365.59;31950.73;0;1,08E+13
23/05/2022;31395.89;31968.42;31395.89;31875.3;0;1,10E+13
20/05/2022;31426.94;31515.78;30635.76;31258.7;0;1,36E+13
19/05/2022;31262.62;31569.13;31016.41;31249.77;0;1,47E+13
18/05/2022;32468.67;32468.67;31393.95;31505.09;0;1,25E+13
17/05/2022;32427;32689.14;32308.15;32656.34;0;1,11E+13
16/05/2022;32152.15;32514.02;31928.18;32238.71;0;9,16E+12
13/05/2022;31963.86;32276.05;31862.79;32196.73;0;1,09E+13
12/05/2022;31699.04;31914.46;31228.22;31745.36;0;1,53E+13
11/05/2022;32123.24;32584.02;31798.86;31832.89;0;1,27E+13
10/05/2022;32504.09;32752.17;31887.89;32163.31;0;1,22E+13
09/05/2022;32685.17;32685.17;32121.98;32261.14;0;1,34E+13
06/05/2022;32773.88;33055.84;32474.69;32910.15;0;1,21E+13
05/05/2022;33854.17;33854.17;32685.1;33032.6;0;1,26E+13
04/05/2022;33171.8;34117.74;33021.84;34056.54;0;1,22E+13
03/05/2022;33086.09;33341.58;32914.75;33117.77;0;1,06E+13
02/05/2022;32978.49;33224.95;32449.87;33066.91;0;1,33E+13
29/04/2022;33787.01;33919.59;32913.15;32973.17;0;1,34E+13
28/04/2022;33425.96;34054.79;33248.46;33933.66;0;1,32E+13
27/04/2022;33450.92;33697.18;33108.89;33295.76;0;1,34E+13
26/04/2022;33907.49;33909.51;33234.91;33240.38;0;1,12E+13
25/04/2022;33731.65;34106.01;33323.37;34060.5;0;1,24E+13
22/04/2022;34727.38;34727.38;33773.39;33819.54;0;1,08E+13
21/04/2022;35258.8;35492.22;34723.82;34799.78;0;1,11E+13
20/04/2022;34962.67;35315.4;34962.67;35163.92;0;1,03E+13
19/04/2022;34394.62;34983.11;34394.62;34928.5;0;8,57E+12
18/04/2022;34411.49;34618.29;34279.08;34419.86;0;7,83E+12
14/04/2022;34628.46;34889.17;34437.5;34454.76;0;1,02E+13
13/04/2022;34166.64;34598.36;34140.64;34578.43;0;9,38E+12
12/04/2022;34412.51;34669.97;34102.81;34219.8;0;1,00E+13
11/04/2022;34630.27;34701.34;34272.29;34314.27;0;9,82E+12
08/04/2022;34569.24;34908.46;34470.19;34732.1;0;8,92E+12
07/04/2022;34439.24;34705.83;34190.95;34584.79;0;9,50E+12
06/04/2022;34520.34;34609.84;34277.17;34495.71;0;1,13E+13
05/04/2022;34876.33;35112.21;34566.04;34653.5;0;9,17E+12
04/04/2022;34799.98;34940.78;34615.38;34922.5;0;9,05E+12
01/04/2022;34740.89;34847.91;34538.25;34810.36;0;1,02E+13
31/03/2022;35201.52;35201.52;34687.84;34688.51;0;1,15E+13
30/03/2022;35273.63;35361.36;35058.58;35228.18;0;9,54E+12
29/03/2022;35114.35;35372.26;35030.07;35291.56;0;1,07E+13
28/03/2022;34833.03;34957.93;34552.23;34955.16;0;8,92E+12
25/03/2022;34702.39;34942.7;34631.52;34857.32;0;8,62E+12
24/03/2022;34406.81;34713.56;34355.42;34703.29;0;9,38E+12
23/03/2022;34748.84;34748.84;34353.47;34356.16;0;1,01E+13
22/03/2022;34583.24;34882.03;34583.24;34817.84;0;1,04E+13
21/03/2022;34669.85;34808.28;34341.81;34557.18;0;1,11E+13
18/03/2022;34466.72;34754.9;34279.83;34737.02;0;1,30E+13
17/03/2022;33995.39;34471.76;33896.06;34466.4;0;9,56E+12
16/03/2022;33653.93;34075.94;33391.24;34065.44;0;1,23E+13
15/03/2022;32989.27;33620.84;32989.27;33548.36;0;1,10E+13
14/03/2022;33000.37;33395.59;32818.16;32939.28;0;1,11E+13
11/03/2022;33279.72;33515.61;32911.89;32942.31;0;1,04E+13
10/03/2022;33106.77;33236.59;32819.76;33171.11;0;1,10E+13
09/03/2022;32860.42;33457.28;32860.42;33285.09;0;1,21E+13
08/03/2022;32885.17;33402.98;32578.73;32633.76;0;1,61E+13
07/03/2022;33579.75;33579.75;32806.15;32819.56;0;1,40E+13
04/03/2022;33655.43;33655.43;33254.12;33615.65;0;1,20E+13
03/03/2022;33972.87;34179.07;33641.53;33797.26;0;1,07E+13
02/03/2022;33379.51;34013.67;33379.51;33883.05;0;1,18E+13
01/03/2022;33813.48;33870.14;33107.67;33290.89;0;1,26E+13
28/02/2022;33870.62;33963.63;33469.31;33890.62;0;1,14E+13
25/02/2022;33277.22;34095.74;33277.22;34057.86;0;1,26E+13
24/02/2022;32830.33;33269.34;32272.64;33212.06;0;1,68E+13
23/02/2022;33680.97;33832.59;33084.9;33137.22;0;1,05E+13
22/02/2022;33974.09;34024.74;33364.29;33594.85;0;1,24E+13
18/02/2022;34310.45;34423.58;33976.18;34078.52;0;1,20E+13
17/02/2022;34858.47;34858.47;34246.23;34311.11;0;1,02E+13
16/02/2022;34951.83;35042.09;34642.64;34938.62;0;8,62E+12
15/02/2022;34686.19;35047.79;34686.19;34986.89;0;9,05E+12
14/02/2022;34694.5;34744.56;34304.28;34560.24;0;1,06E+13
11/02/2022;35267.89;35431.15;34620.52;34726.76;0;1,19E+13
10/02/2022;35630.81;35800.24;35100.72;35231.54;0;1,26E+13
09/02/2022;35614.9;35824.28;35614.9;35769.22;0;1,02E+13
08/02/2022;35160.68;35544.89;35090.42;35458.63;0;9,79E+12
07/02/2022;35108.38;35325.01;34993.98;35091.66;0;9,51E+12
04/02/2022;35095.74;35333.55;34799.08;35087.31;0;1,02E+13
03/02/2022;35520.08;35535.94;35071.06;35112.36;0;1,14E+13
02/02/2022;35378.19;35679.2;35290.12;35618.13;0;1,09E+13
01/02/2022;35151.47;35441.09;34977.95;35392.81;0;1,18E+13
31/01/2022;34691.17;35148.14;34496.1;35127.21;0;1,30E+13
28/01/2022;34135.24;34731.77;33807.51;34725.57;0;1,73E+13
27/01/2022;34261.75;34773.32;34007.78;34152.07;0;1,60E+13
26/01/2022;34520.82;34815.67;33876.48;34146.3;0;1,66E+13
25/01/2022;34186.64;34543.15;33545.52;34310.19;0;1,46E+13
24/01/2022;34070.61;34420.99;33150.33;34375.6;0;1,96E+13
21/01/2022;34701.69;34896.67;34229.55;34268.57;0;1,57E+13
20/01/2022;35102.66;35490.2;34670.12;34707.22;0;1,11E+13
19/01/2022;35412.3;35547.83;35015.49;35035.41;0;1,20E+13
18/01/2022;35661.76;35661.76;35262.02;35387.41;0;1,21E+13
14/01/2022;35996.43;35996.43;35641.49;35905.19;0;1,21E+13
13/01/2022;36312.49;36513.88;36044.22;36128.09;0;1,09E+13
12/01/2022;36336.16;36453.49;36168.15;36296.61;0;9,59E+12
11/01/2022;36058.85;36271.47;35769.38;36249.86;0;1,12E+13
10/01/2022;36175.21;36175.21;35639.91;36065.01;0;1,30E+13
07/01/2022;36249.59;36382.84;36111.53;36228.98;0;1,09E+13
06/01/2022;36409.05;36464.19;36200.68;36236.39;0;1,21E+13
05/01/2022;36722.6;36952.65;36400.39;36412.18;0;1,47E+13
04/01/2022;36636;36934.84;36636;36797.36;0;1,39E+13
03/01/2022;36321.59;36595.82;36246.45;36582.27;0;1,05E+13
31/12/2021;36385.85;36484.94;36303.97;36335.01;0;6,11E+12
30/12/2021;36522.48;36679.44;36372.13;36404.89;0;6,56E+12
29/12/2021;36421.14;36571.55;36396.19;36491.26;0;6,52E+12
28/12/2021;36302.99;36527.26;36302.99;36404.04;0;7,58E+12
27/12/2021;35954.48;36301.98;35954.48;36301.33;0;7,47E+12
23/12/2021;35782.42;36060.99;35782.42;35947.14;0;7,40E+12
22/12/2021;35491.71;35764.67;35433.13;35752.54;0;8,48E+12
21/12/2021;35069.5;35508.96;35069.5;35490.66;0;1,05E+13
20/12/2021;35222.12;35222.12;34665.5;34928.7;0;1,12E+13
17/12/2021;35800.11;35800.11;35284.26;35369.1;0;1,62E+13
16/12/2021;36036.28;36189.83;35778.21;35895.2;0;1,48E+13
15/12/2021;35549.35;35943.84;35389.3;35918.53;0;1,29E+13
14/12/2021;35605.73;35779.47;35441.74;35550.77;0;1,26E+13
13/12/2021;35958.93;35958.93;35609.53;35652.13;0;1,30E+13
10/12/2021;35830.55;35982.69;35710.43;35969.76;0;1,10E+13
09/12/2021;35722.26;35864.24;35577.14;35759.33;0;1,07E+13
08/12/2021;35716.85;35840.52;35602.65;35752.64;0;1,17E+13
07/12/2021;35423.99;35819.47;35423.99;35718.89;0;1,46E+13
06/12/2021;34633.43;35356.75;34633.43;35222.37;0;1,21E+13
03/12/2021;34692.78;34801.31;34264.57;34575.01;0;1,27E+13
02/12/2021;34076.25;34759.65;34076.25;34641.58;0;1,38E+13
01/12/2021;34678.94;35004.64;34006.98;34012.58;0;1,55E+13
30/11/2021;35056.99;35056.99;34424.44;34492.52;0;1,55E+13
29/11/2021;35017.71;35287.91;34895.89;35126.09;0;1,23E+13
26/11/2021;35366.69;35366.69;34749.8;34899.34;0;1,14E+13
24/11/2021;35752.31;35825.47;35591.03;35804.26;0;8,49E+12
23/11/2021;35619.92;35841.52;35542.87;35813.28;0;1,16E+13
22/11/2021;35631.41;35929.66;35615.55;35617.83;0;1,31E+13
19/11/2021;35879.09;35879.09;35555.37;35601.18;0;1,27E+13
18/11/2021;35901.69;35952.63;35654.39;35871.45;0;1,38E+13
17/11/2021;36159.7;36159.7;35909.48;35935.65;0;1,11E+13
16/11/2021;36076.18;36316.61;36076.18;36141.04;0;9,33E+12
15/11/2021;36128.83;36236.07;36031.78;36088.44;0;8,55E+12
12/11/2021;35963.78;36147.63;35934.59;36098.76;0;8,82E+12
11/11/2021;36038.78;36108.17;35915.27;35920.97;0;8,73E+12
10/11/2021;36299.25;36346.61;36009.5;36078;0;8,70E+12
09/11/2021;36404.53;36416.98;36173.07;36320.5;0;7,62E+12
08/11/2021;36416.46;36565.73;36334.42;36435.3;0;8,69E+12
05/11/2021;36268.75;36484.75;36190.2;36321.48;0;1,11E+13
04/11/2021;36107.46;36168.03;35986.48;36130.06;0;9,47E+12
03/11/2021;36059.09;36178.51;35891.73;36156.54;0;7,87E+12
02/11/2021;35935.11;36088.81;35884.13;36054.51;0;9,54E+12
01/11/2021;35833.65;36009.74;35797.97;35913.05;0;9,14E+12
29/10/2021;35712.28;35852.53;35633.2;35816.01;0;1,17E+13
28/10/2021;35545.41;35742.25;35545.41;35727.68;0;1,07E+13
27/10/2021;35835.43;35835.43;35493.79;35493.79;0;1,10E+13
26/10/2021;35791.05;35892.92;35734.73;35754.18;0;9,62E+12
25/10/2021;35692.62;35787.04;35629.37;35748.27;0;8,18E+12
22/10/2021;35607.72;35765.02;35533.95;35675.96;0;1,11E+13
21/10/2021;35520.32;35612.36;35442.53;35600.81;0;9,27E+12
20/10/2021;35475.16;35669.69;35465.71;35613.5;0;8,22E+12
19/10/2021;35325.37;35462.55;35290.12;35462.55;0;8,71E+12
18/10/2021;35221.02;35327.57;35035.94;35259.56;0;9,16E+12
15/10/2021;35023.63;35320.97;35023.63;35291.04;0;9,67E+12
14/10/2021;34443.22;34923.83;34443.22;34910.02;0;9,75E+12
13/10/2021;34372.71;34449.83;34115.1;34379.41;0;9,27E+12
12/10/2021;34507.15;34611.24;34318.94;34373.61;0;8,92E+12
11/10/2021;34723.79;34951.35;34486.51;34495.6;0;7,57E+12
08/10/2021;34757.57;34842.62;34661.95;34741.96;0;6,91E+12
07/10/2021;34509.72;34975.19;34509.72;34756.64;0;8,12E+12
06/10/2021;34198.96;34432.68;33854.69;34413;0;9,57E+12
05/10/2021;34035.25;34490.95;34035.25;34313.32;0;9,17E+12
04/10/2021;34312.96;34410.28;33821.58;34005.36;0;1,16E+13
01/10/2021;33930.7;34490.56;33785.54;34315.54;0;1,28E+13
30/09/2021;34467.98;34557.37;33834.24;33834.24;0;1,01E+13
29/09/2021;34360.08;34580.42;34305.96;34390.39;0;8,81E+12
28/09/2021;34747.7;34798.21;34254.65;34306.15;0;1,12E+13
27/09/2021;34739.27;35061.12;34739.27;34871.57;0;8,76E+12
24/09/2021;34762.31;34857.06;34648.08;34799.52;0;7,83E+12
23/09/2021;34296.3;34879.78;34296.3;34762.49;0;8,68E+12
22/09/2021;34006.87;34440.42;34006.87;34260.52;0;8,73E+12
21/09/2021;34025.61;34313.88;33914.02;33914.02;0;9,18E+12
20/09/2021;34459.72;34459.72;33613.03;33964.66;0;1,21E+13
17/09/2021;34737.86;34779.86;34519.63;34586.63;0;1,25E+13
16/09/2021;34810.27;34943.55;34540.11;34750;0;8,06E+12
15/09/2021;34580.95;34880.77;34522.03;34819.99;0;9,31E+12
14/09/2021;34906.9;34990.36;34510.3;34584.91;0;9,69E+12
13/09/2021;34665.5;34939.1;34665.5;34871.08;0;9,77E+12
10/09/2021;34949.59;35104.25;34599.61;34610.99;0;1,03E+13
09/09/2021;35013.08;35199.89;34847.3;34879.61;0;7,99E+12
08/09/2021;35087.45;35175.15;34925.61;35029.19;0;7,98E+12
07/09/2021;35373.24;35373.24;35060.9;35103.22;0;9,01E+12
03/09/2021;35401.73;35422.71;35269.4;35366.03;0;6,72E+12
02/09/2021;35353.06;35475.4;35348.48;35441.91;0;8,07E+12
01/09/2021;35387.55;35407.37;35287.05;35312.47;0;8,36E+12
31/08/2021;35391.38;35449.79;35289.86;35358.62;0;8,71E+12
30/08/2021;35471.8;35510.71;35374.46;35397.37;0;7,65E+12
27/08/2021;35231.11;35479.18;35231.11;35452.36;0;7,46E+12
26/08/2021;35449.68;35498.45;35205.1;35213.33;0;7,65E+12
25/08/2021;35388.77;35501.14;35287.63;35406.22;0;7,35E+12
24/08/2021;35382.72;35445.47;35356.18;35364.07;0;7,08E+12
23/08/2021;35160.97;35428.91;35160.97;35331.66;0;7,49E+12
20/08/2021;34917.96;35177.26;34867.07;35117.69;0;8,21E+12
19/08/2021;34874.67;34997.81;34690.25;34895.76;0;1,04E+13
18/08/2021;35310.2;35356.8;34943.41;34966.98;0;8,95E+12
17/08/2021;35500.01;35500.01;35120.31;35342.27;0;9,40E+12
16/08/2021;35490.83;35631.19;35231.87;35626.72;0;8,99E+12
13/08/2021;35551.56;35610.57;35474.78;35514.36;0;7,62E+12
12/08/2021;35481.94;35510.77;35352.53;35497.36;0;7,17E+12
11/08/2021;35300.89;35501.16;35300.89;35483.46;0;7,21E+12
10/08/2021;35135.17;35285.16;35091.91;35264.56;0;7,66E+12
09/08/2021;35229.67;35229.67;35041.24;35101.22;0;6,02E+12
06/08/2021;35077.44;35246.79;35077.44;35208.28;0;6,73E+12
05/08/2021;34815.61;35065.01;34815.61;35063.84;0;6,62E+12
04/08/2021;35047.44;35047.44;34790.62;34793.16;0;7,45E+12
03/08/2021;34864.1;35119.25;34714.33;35118.77;0;7,98E+12
02/08/2021;34968.56;35192.11;34808.2;34838.66;0;7,31E+12
30/07/2021;35013.26;35106.3;34871.13;34938.17;0;7,61E+12
29/07/2021;34985.99;35171.52;34985.99;35083.77;0;6,76E+12
28/07/2021;35109.95;35116.37;34876.84;34926.7;0;1,09E+13
27/07/2021;35078.9;35078.9;34878.07;35055.5;0;9,76E+12
26/07/2021;35055.86;35146.25;34950.19;35145.63;0;7,74E+12
23/07/2021;34855.11;35095.33;34855.11;35058.53;0;1,00E+13
22/07/2021;34799.68;34879.28;34673.03;34820.25;0;9,02E+12
21/07/2021;34556.96;34820.24;34556.96;34798.48;0;9,07E+12
20/07/2021;33981.79;34621.79;33981.79;34511.86;0;1,05E+13
19/07/2021;34528.48;34528.48;33741.76;33962.06;0;1,28E+13
16/07/2021;35007.94;35090.01;34647.82;34685.87;0;9,78E+12
15/07/2021;34924.81;34990.41;34762.87;34984.36;0;9,83E+12
14/07/2021;34920.83;35069.18;34826.87;34937.78;0;1,06E+13
13/07/2021;34959.96;35018.79;34876.89;34896.1;0;1,01E+13
12/07/2021;34836.75;35014.9;34730.15;35006.52;0;8,35E+12
09/07/2021;34457.51;34893.72;34457.51;34868.02;0;8,78E+12
08/07/2021;34569.01;34569.01;34145.59;34425.45;0;1,02E+13
07/07/2021;34604.17;34708.78;34435.59;34687.59;0;8,95E+12
06/07/2021;34790.16;34814.2;34358.42;34575.08;0;1,00E+13
02/07/2021;34642.42;34821.93;34613.49;34786.91;0;9,10E+12
01/07/2021;34507.32;34640.28;34498.85;34636.63;0;8,03E+12
30/06/2021;34290.74;34553.16;34245.48;34503.83;0;8,03E+12
29/06/2021;34338.89;34469.83;34266.83;34287.61;0;8,31E+12
28/06/2021;34428.1;34449.65;34186.13;34281.09;0;8,07E+12
25/06/2021;34328.1;34501.02;34314.8;34440.74;0;8,66E+12
24/06/2021;33933.91;34233.02;33933.91;34196.57;0;7,90E+12
23/06/2021;33948.54;34009.4;33869.83;33869.83;0;7,49E+12
22/06/2021;33872.56;34040.7;33751.06;33944.69;0;7,80E+12
21/06/2021;33312.07;33908.09;33312.07;33876.31;0;8,68E+12
18/06/2021;33622.7;33622.7;33271.93;33282.82;0;1,29E+13
17/06/2021;34014.38;34091.79;33626.61;33820.2;0;1,02E+13
16/06/2021;34308.48;34333.25;33917.11;34032.4;0;1,03E+13
15/06/2021;34397.1;34420.38;34199.16;34303.74;0;7,85E+12
14/06/2021;34472.52;34472.52;34211.54;34393.64;0;8,09E+12
11/06/2021;34499.81;34618.09;34328.65;34477.61;0;7,58E+12
10/06/2021;34502.51;34737.79;34447.25;34459.35;0;8,86E+12
09/06/2021;34626.16;34654.67;34439.37;34446.88;0;7,02E+12
08/06/2021;34645.84;34665.38;34452.94;34600.05;0;8,49E+12
07/06/2021;34766.2;34820.91;34574.51;34629.97;0;7,51E+12
04/06/2021;34618.69;34772.12;34618.69;34755.01;0;7,93E+12
03/06/2021;34550.31;34667.41;34334.41;34576.91;0;8,99E+12
02/06/2021;34614.62;34706.65;34545.96;34600.34;0;7,60E+12
01/06/2021;34584.19;34849.32;34542.87;34570.53;0;8,74E+12
28/05/2021;34558.5;34631.11;34520.09;34535.92;0;8,36E+12
27/05/2021;34432.47;34608.82;34389.24;34459.77;0;9,72E+12
26/05/2021;34336.34;34409.59;34271.44;34321.96;0;7,59E+12
25/05/2021;34428.66;34511.35;34266.03;34312.85;0;8,67E+12
24/05/2021;34253.87;34472.51;34253.87;34392.47;0;7,27E+12
21/05/2021;34121.91;34415.48;34121.91;34216.1;0;8,92E+12
20/05/2021;33906.3;34233.4;33872.41;34079.49;0;9,34E+12
19/05/2021;33945.81;33945.81;33473.8;33898.04;0;1,00E+13
18/05/2021;34351.18;34408.99;34044.1;34061.75;0;8,78E+12
17/05/2021;34375.29;34383.84;34176.65;34329.45;0;8,36E+12
14/05/2021;34050.86;34454.05;34050.86;34375.62;0;9,01E+12
13/05/2021;33624.74;34181.77;33623.49;34014.18;0;1,04E+13
12/05/2021;34206.4;34207.87;33555.22;33590.59;0;1,10E+13
11/05/2021;34572.74;34572.74;34075.31;34270.17;0;1,28E+13
10/05/2021;34785.27;35091.56;34741.57;34747.89;0;1,05E+13
07/05/2021;34578.27;34811.39;34464.31;34769.6;0;9,23E+12
06/05/2021;34245.11;34561.29;34185.06;34541.17;0;9,23E+12
05/05/2021;34163.99;34331.2;34039.66;34230.58;0;9,29E+12
04/05/2021;34080.2;34140.34;33765.68;34140.34;0;1,21E+13
03/05/2021;33904.89;34221.06;33904.89;34115.3;0;8,62E+12
30/04/2021;33988.75;33988.75;33784.96;33874.85;0;1,27E+13
29/04/2021;33855.64;34087.21;33744.28;34060.36;0;1,40E+13
28/04/2021;33860.46;33946.6;33805.56;33820.38;0;1,14E+13
27/04/2021;33932.13;34043.98;33870.46;33984.93;0;1,00E+13
26/04/2021;34044.23;34148.94;33941.37;33981.57;0;9,70E+12
23/04/2021;33804.52;34157.57;33713.29;34043.49;0;1,18E+13
22/04/2021;34109.88;34126.57;33717.19;33815.9;0;1,17E+13
21/04/2021;33808.3;34160.34;33774.29;34137.31;0;9,91E+12
20/04/2021;34034.18;34034.18;33687.01;33821.3;0;1,20E+13
19/04/2021;34182.38;34182.38;33980.56;34077.63;0;1,08E+13
16/04/2021;34058.16;34256.75;34058.16;34200.67;0;1,19E+13
15/04/2021;33788.53;34068.73;33788.53;34035.99;0;1,10E+13
14/04/2021;33668.95;33911.25;33668.95;33730.89;0;1,07E+13
13/04/2021;33721.16;33741.64;33545.84;33677.27;0;1,09E+13
